Indicator	Country	Region	RegionName	FB	NonFBCompValue	Diff	country_mean_DIFF	quartile
Unemp	HUN	HU31	Northern Hungary		9.618636833		-0.169606134	
Unemp	HUN	HU32	Northern Great Plain		11.37142368		-0.169606134	
Unemp	HUN	HU33	Southern Great Plain		8.515866976		-0.169606134	
eduattain	HUN	HU10	Central Hungary	33.81355711	34.75973497	0.946177856	-7.81004715	3
eduattain	HUN	HU21	Central Transdanubia	31.66356202	17.4756979	-14.18786413	-7.81004715	1
eduattain	HUN	HU22	Western Transdanubia		18.90726826		-7.81004715	
eduattain	HUN	HU23	Southern Transdanubia	28.47307093	16.8952093	-11.57786162	-7.81004715	1
eduattain	HUN	HU31	Northern Hungary		16.25236514		-7.81004715	
eduattain	HUN	HU32	Northern Great Plain	27.36668523	15.93092469	-11.43576054	-7.81004715	1
eduattain	HUN	HU33	Southern Great Plain	20.74838981	17.95346184	-2.794927976	-7.81004715	2
overQualRate	HUN	HU10	Central Hungary	7.709596767	4.461893548	3.247703219	3.247703314	3
overQualRate	HUN	HU21	Central Transdanubia		2.527761205		3.247703314	
overQualRate	HUN	HU22	Western Transdanubia		3.971021577		3.247703314	
overQualRate	HUN	HU23	Southern Transdanubia		3.190644312		3.247703314	
overQualRate	HUN	HU31	Northern Hungary		3.195374339		3.247703314	
overQualRate	HUN	HU32	Northern Great Plain		3.20002463		3.247703314	
overQualRate	HUN	HU33	Southern Great Plain		3.659105608		3.247703314	
ShareMig	IRL	IE01	Border, Midland and Western	15.61204655	9.417859077		9.417859077	4
ShareMig	IRL	IE02	Southern and Eastern	17.06878136	9.417859077		9.417859077	4
ChangeShareMig	IRL	IE01	Border, Midland and Western	1.371479034	1.371479034		9.417859077	2
ChangeShareMig	IRL	IE02	Southern and Eastern	3.619129181	3.619129181		9.417859077	3
lengthStay	IRL	IE01	Border, Midland and Western	49.91848287	50.08151713	0.163034257	-8.620676041	1
lengthStay	IRL	IE02	Southern and Eastern	58.70219318	41.29780682	-17.40438635	-8.620676041	1
PartRate	IRL	IE01	Border, Midland and Western	66.64030699	68.28440706	1.644100071	-0.100582741	3
PartRate	IRL	IE02	Southern and Eastern	71.99963269	70.15436713	-1.84526556	-0.100582741	2
Unemp	IRL	IE01	Border, Midland and Western	16.5003539	10.69452694	5.805826966	3.627724171	3
Unemp	IRL	IE02	Southern and Eastern	11.29325223	9.843631085	1.449621142	3.627724171	2
eduattain	IRL	IE01	Border, Midland and Western	40.63366528	32.94478538	-7.688879898	-10.0968771	2
eduattain	IRL	IE02	Southern and Eastern	51.84608894	39.34121553	-12.50487341	-10.0968771	1
overQualRate	IRL	IE01	Border, Midland and Western	18.35119828	13.83818461	4.51301367	8.098103523	3
overQualRate	IRL	IE02	Southern and Eastern	25.08650189	13.40330894	11.68319294	8.098103523	4
ShareMig	ITA	ITC1	Piedmont	10.54121426	6.757721901		6.757721901	3
ShareMig	ITA	ITC2	Aosta Valley	9.073444762	6.757721901		6.757721901	3
ShareMig	ITA	ITC3	Liguria	10.08300996	6.757721901		6.757721901	3
ShareMig	ITA	ITC4	Lombardy	11.62194285	6.757721901		6.757721901	3
ShareMig	ITA	ITF1	Abruzzo	10.0844928	6.757721901		6.757721901	3
ShareMig	ITA	ITF2	Molise	6.324563373	6.757721901		6.757721901	2
ShareMig	ITA	ITF3	Campania	4.779177359	6.757721901		6.757721901	2
ShareMig	ITA	ITF4	Apulia	4.542237671	6.757721901		6.757721901	2
ShareMig	ITA	ITF5	Basilicata 	4.903129443	6.757721901		6.757721901	2
ShareMig	ITA	ITF6	Calabria	6.834065553	6.757721901		6.757721901	2
ShareMig	ITA	ITG1	Sicily	5.108104466	6.757721901		6.757721901	2
ShareMig	ITA	ITG2	Sardinia	3.802293402	6.757721901		6.757721901	2
ShareMig	ITA	ITH1	Province of Bolzano-Bozen	10.88130666	6.757721901		6.757721901	3
ShareMig	ITA	ITH2	Province of Trento	11.05742494	6.757721901		6.757721901	3
ShareMig	ITA	ITH3	Veneto	11.66615345	6.757721901		6.757721901	3
ShareMig	ITA	ITH4	Friuli-Venezia Giulia	13.28102497	6.757721901		6.757721901	3
ShareMig	ITA	ITH5	Emilia-Romagna	12.45549186	6.757721901		6.757721901	3
ShareMig	ITA	ITI1	Tuscany	11.84110015	6.757721901		6.757721901	3
ShareMig	ITA	ITI2	Umbria	11.9610276	6.757721901		6.757721901	3
ShareMig	ITA	ITI3	Marche	10.74976995	6.757721901		6.757721901	3
ShareMig	ITA	ITI4	Lazio	11.44201284	6.757721901		6.757721901	3
ChangeShareMig	ITA	ITC1	Piedmont	5.176467419	5.176467419		6.757721901	4
ChangeShareMig	ITA	ITC2	Aosta Valley	3.51304245	3.51304245		6.757721901	3
ChangeShareMig	ITA	ITC3	Liguria	4.985104084	4.985104084		6.757721901	4
ChangeShareMig	ITA	ITC4	Lombardy	5.943798542	5.943798542		6.757721901	4
ChangeShareMig	ITA	ITF1	Abruzzo	4.458084583	4.458084583		6.757721901	4
ChangeShareMig	ITA	ITF2	Molise	1.893757343	1.893757343		6.757721901	3
ChangeShareMig	ITA	ITF3	Campania	2.144567728	2.144567728		6.757721901	3
ChangeShareMig	ITA	ITF4	Apulia	2.135044098	2.135044098		6.757721901	3
ChangeShareMig	ITA	ITF5	Basilicata 	2.920596361	2.920596361		6.757721901	3
ChangeShareMig	ITA	ITF6	Calabria	4.128952026	4.128952026		6.757721901	4
ChangeShareMig	ITA	ITG1	Sicily	2.082600832	2.082600832		6.757721901	3
ChangeShareMig	ITA	ITG2	Sardinia	1.706699371	1.706699371		6.757721901	2
ChangeShareMig	ITA	ITH1	Province of Bolzano-Bozen	5.496534348	5.496534348		6.757721901	4
ChangeShareMig	ITA	ITH2	Province of Trento	4.724018097	4.724018097		6.757721901	4
ChangeShareMig	ITA	ITH3	Veneto	5.559607506	5.559607506		6.757721901	4
ChangeShareMig	ITA	ITH4	Friuli-Venezia Giulia	3.730106354	3.730106354		6.757721901	3
ChangeShareMig	ITA	ITH5	Emilia-Romagna	6.801956654	6.801956654		6.757721901	4
ChangeShareMig	ITA	ITI1	Tuscany	6.754926682	6.754926682		6.757721901	4
ChangeShareMig	ITA	ITI2	Umbria	5.768893242	5.768893242		6.757721901	4
ChangeShareMig	ITA	ITI3	Marche	4.692090988	4.692090988		6.757721901	4
ChangeShareMig	ITA	ITI4	Lazio	6.174486637	6.174486637		6.757721901	4
lengthStay	ITA	ITC1	Piedmont	35.29929783	64.70070217	29.40140435	25.32433891	2
lengthStay	ITA	ITC2	Aosta Valley	42.76033608	57.23966392	14.47932784	25.32433891	2
lengthStay	ITA	ITC3	Liguria	41.22042641	58.77957359	17.55914717	25.32433891	2
lengthStay	ITA	ITC4	Lombardy	36.78932282	63.21067718	26.42135436	25.32433891	2
lengthStay	ITA	ITF1	Abruzzo	32.15509226	67.84490774	35.68981547	25.32433891	3
lengthStay	ITA	ITF2	Molise	36.35057573	63.64942427	27.29884854	25.32433891	2
lengthStay	ITA	ITF3	Campania	41.96398623	58.03601377	16.07202755	25.32433891	2
lengthStay	ITA	ITF4	Apulia	34.9004904	65.09950959	30.19901919	25.32433891	3
lengthStay	ITA	ITF5	Basilicata 	40.48705592	59.51294408	19.02588816	25.32433891	2
lengthStay	ITA	ITF6	Calabria	36.93057218	63.06942781	26.13885563	25.32433891	2
lengthStay	ITA	ITG1	Sicily	35.44204831	64.55795169	29.11590338	25.32433891	2
lengthStay	ITA	ITG2	Sardinia	45.15241369	54.84758631	9.695172624	25.32433891	1
lengthStay	ITA	ITH1	Province of Bolzano-Bozen	38.50018923	61.49981077	22.99962154	25.32433891	2
lengthStay	ITA	ITH2	Province of Trento	35.0542663	64.9457337	29.8914674	25.32433891	2
lengthStay	ITA	ITH3	Veneto	35.26044934	64.73955066	29.47910132	25.32433891	2
lengthStay	ITA	ITH4	Friuli-Venezia Giulia	30.92532095	69.07467905	38.1493581	25.32433891	3
lengthStay	ITA	ITH5	Emilia-Romagna	41.82913843	58.17086157	16.34172314	25.32433891	2
lengthStay	ITA	ITI1	Tuscany	38.67875613	61.32124387	22.64248774	25.32433891	2
lengthStay	ITA	ITI2	Umbria	35.22458885	64.77541115	29.55082231	25.32433891	2
lengthStay	ITA	ITI3	Marche	35.11525771	64.88474229	29.76948458	25.32433891	2
lengthStay	ITA	ITI4	Lazio	34.05486133	65.94513867	31.89027734	25.32433891	3
PartRate	ITA	ITC1	Piedmont	71.69535859	70.6263831	-1.068975496	-3.564195395	2
PartRate	ITA	ITC2	Aosta Valley	72.36690215	72.81700971	0.450107562	-3.564195395	2
PartRate	ITA	ITC3	Liguria	70.93591206	68.16914685	-2.766765213	-3.564195395	2
PartRate	ITA	ITC4	Lombardy	70.53575749	70.81341216	0.277654667	-3.564195395	2
PartRate	ITA	ITF1	Abruzzo	67.39264013	61.36166524	-6.030974896	-3.564195395	1
PartRate	ITA	ITF2	Molise	62.97011572	57.02441737	-5.945698348	-3.564195395	1
PartRate	ITA	ITF3	Campania	61.36650296	49.02737224	-12.33913072	-3.564195395	1
PartRate	ITA	ITF4	Apulia	63.56578334	53.23787881	-10.32790453	-3.564195395	1
PartRate	ITA	ITF5	Basilicata 	58.58770623	56.12206481	-2.465641415	-3.564195395	2
PartRate	ITA	ITF6	Calabria	54.53989714	50.73273959	-3.807157544	-3.564195395	1
PartRate	ITA	ITG1	Sicily	58.74055364	50.03033162	-8.71022202	-3.564195395	1
PartRate	ITA	ITG2	Sardinia	67.3912272	59.98946523	-7.401761966	-3.564195395	1
PartRate	ITA	ITH1	Province of Bolzano-Bozen	74.54113629	74.17796159	-0.363174699	-3.564195395	2
PartRate	ITA	ITH2	Province of Trento	69.96392371	71.1554938	1.191570088	-3.564195395	2
PartRate	ITA	ITH3	Veneto	71.54705427	68.23121636	-3.315837909	-3.564195395	2
PartRate	ITA	ITH4	Friuli-Venezia Giulia	68.96704546	68.99991209	0.032866629	-3.564195395	2
PartRate	ITA	ITH5	Emilia-Romagna	71.58545336	72.62328882	1.037835464	-3.564195395	2
PartRate	ITA	ITI1	Tuscany	73.59298318	70.89840246	-2.694580724	-3.564195395	2
PartRate	ITA	ITI2	Umbria	71.82734826	69.34449605	-2.482852206	-3.564195395	2
PartRate	ITA	ITI3	Marche	69.11857372	69.43865669	0.320082968	-3.564195395	2
PartRate	ITA	ITI4	Lazio	74.2994727	65.86192881	-8.437543893	-3.564195395	1
Unemp	ITA	ITC1	Piedmont	20.2220566	9.335225719	10.88683088	4.716803074	4
Unemp	ITA	ITC2	Aosta Valley		7.606052919		4.716803074	
Unemp	ITA	ITC3	Liguria	20.21581871	8.491613873	11.72420483	4.716803074	4
Unemp	ITA	ITC4	Lombardy	13.83600891	7.060608088	6.775400819	4.716803074	3
Unemp	ITA	ITF1	Abruzzo	16.28817228	12.22956621	4.058606076	4.716803074	2
Unemp	ITA	ITF2	Molise		15.42334141		4.716803074	
Unemp	ITA	ITF3	Campania	14.61303507	21.5502498	-6.937214729	4.716803074	1
Unemp	ITA	ITF4	Apulia	20.55835675	20.75321794	-0.194861195	4.716803074	1
Unemp	ITA	ITF5	Basilicata 	12.20646466	14.56272854	-2.35626388	4.716803074	1
Unemp	ITA	ITF6	Calabria	21.43221881	23.67888362	-2.246664805	4.716803074	1
Unemp	ITA	ITG1	Sicily	17.97377341	22.36726336	-4.393489948	4.716803074	1
Unemp	ITA	ITG2	Sardinia	14.14550057	18.50044424	-4.354943668	4.716803074	1
Unemp	ITA	ITH1	Province of Bolzano-Bozen	12.69521261	2.831762285	9.863450323	4.716803074	4
Unemp	ITA	ITH2	Province of Trento	14.71373133	5.658794997	9.054936337	4.716803074	4
Unemp	ITA	ITH3	Veneto	13.92098926	6.108297449	7.812691807	4.716803074	3
Unemp	ITA	ITH4	Friuli-Venezia Giulia	13.30757593	6.948607358	6.35896857	4.716803074	3
Unemp	ITA	ITH5	Emilia-Romagna	16.44615583	6.45994033	9.986215505	4.716803074	4
Unemp	ITA	ITI1	Tuscany	17.6740505	8.237136798	9.436913699	4.716803074	4
Unemp	ITA	ITI2	Umbria	19.64519137	9.191360257	10.45383112	4.716803074	4
Unemp	ITA	ITI3	Marche	20.03872	8.483769386	11.55495061	4.716803074	4
Unemp	ITA	ITI4	Lazio	14.13798107	12.00228108	2.135699994	4.716803074	2
eduattain	ITA	ITC1	Piedmont	12.06168968	15.89098368	3.829293999	4.859595776	3
eduattain	ITA	ITC2	Aosta Valley		14.58526642		4.859595776	
eduattain	ITA	ITC3	Liguria	11.13473127	19.59665528	8.46192401	4.859595776	4
eduattain	ITA	ITC4	Lombardy	13.33841571	18.25768462	4.919268919	4.859595776	3
eduattain	ITA	ITF1	Abruzzo	13.04539215	15.4817155	2.436323344	4.859595776	3
eduattain	ITA	ITF2	Molise		17.17476558		4.859595776	
eduattain	ITA	ITF3	Campania	8.997024137	13.14849275	4.151468616	4.859595776	3
eduattain	ITA	ITF4	Apulia	6.30922185	12.41530287	6.106081022	4.859595776	4
eduattain	ITA	ITF5	Basilicata 	8.44512136	14.27804642	5.832925059	4.859595776	3
eduattain	ITA	ITF6	Calabria	9.068932123	14.14841691	5.079484783	4.859595776	3
eduattain	ITA	ITG1	Sicily	7.627789845	12.04586638	4.418076538	4.859595776	3
eduattain	ITA	ITG2	Sardinia	13.07123951	12.62182998	-0.449409529	4.859595776	2
eduattain	ITA	ITH1	Province of Bolzano-Bozen	16.98677215	14.21851407	-2.768258082	4.859595776	2
eduattain	ITA	ITH2	Province of Trento	13.29914318	17.63256585	4.333422669	4.859595776	3
eduattain	ITA	ITH3	Veneto	10.69337786	15.36309026	4.669712401	4.859595776	3
eduattain	ITA	ITH4	Friuli-Venezia Giulia	9.943852836	17.66238125	7.718528414	4.859595776	4
eduattain	ITA	ITH5	Emilia-Romagna	13.57794336	19.30223028	5.724286921	4.859595776	3
eduattain	ITA	ITI1	Tuscany	14.18897121	17.4130728	3.224101586	4.859595776	3
eduattain	ITA	ITI2	Umbria	10.97118306	19.94142315	8.970240089	4.859595776	4
eduattain	ITA	ITI3	Marche	10.57733856	18.46971312	7.892374567	4.859595776	4
eduattain	ITA	ITI4	Lazio	14.90477538	22.68724845	7.782473077	4.859595776	4
overQualRate	ITA	ITC1	Piedmont	7.099421803	3.03675333	4.062668473	2.909192085	3
overQualRate	ITA	ITC2	Aosta Valley		3.229449311		2.909192085	
overQualRate	ITA	ITC3	Liguria	5.730674362	4.429072692	1.30160167	2.909192085	2
overQualRate	ITA	ITC4	Lombardy	7.277631708	2.915264631	4.362367076	2.909192085	3
overQualRate	ITA	ITF1	Abruzzo	4.709793683	3.779577549	0.930216134	2.909192085	2
overQualRate	ITA	ITF2	Molise		3.931671459		2.909192085	
overQualRate	ITA	ITF3	Campania	4.378142407	2.780636408	1.597505999	2.909192085	2
overQualRate	ITA	ITF4	Apulia	3.759789342	2.761526702	0.99826264	2.909192085	2
overQualRate	ITA	ITF5	Basilicata 		2.895369442		2.909192085	
overQualRate	ITA	ITF6	Calabria	4.365744197	3.491334199	0.874409998	2.909192085	2
overQualRate	ITA	ITG1	Sicily	3.773115321	3.144460284	0.628655037	2.909192085	2
overQualRate	ITA	ITG2	Sardinia	5.179848209	2.690233894	2.489614315	2.909192085	3
overQualRate	ITA	ITH1	Province of Bolzano-Bozen	8.516543392	1.294170792	7.2223726	2.909192085	4
overQualRate	ITA	ITH2	Province of Trento	7.871782044	3.386844079	4.484937965	2.909192085	3
overQualRate	ITA	ITH3	Veneto	6.970897516	3.456335808	3.514561708	2.909192085	3
overQualRate	ITA	ITH4	Friuli-Venezia Giulia	5.348219728	3.377649131	1.970570597	2.909192085	2
overQualRate	ITA	ITH5	Emilia-Romagna	9.363966872	3.535768864	5.828198008	2.909192085	3
overQualRate	ITA	ITI1	Tuscany	9.537575195	3.868507002	5.669068193	2.909192085	3
overQualRate	ITA	ITI2	Umbria	7.775625461	5.818642277	1.956983184	2.909192085	2
overQualRate	ITA	ITI3	Marche	5.122375633	4.498297341	0.624078292	2.909192085	2
overQualRate	ITA	ITI4	Lazio	8.604676752	4.755290201	3.849386551	2.909192085	3
ShareMig	LUX	LU00	Luxembourg	44.70569275	27.37563133		27.37563133	4
ChangeShareMig	LUX	LU00	Luxembourg	10.04557037	10.04557037		27.37563133	4
lengthStay	LUX	LU00	Luxembourg	47.33155695	52.66844305	5.336886098	5.336885929	1
PartRate	LUX	LU00	Luxembourg	76.82938144	64.87779672	-11.95158472	-11.95158482	1
Unemp	LUX	LU00	Luxembourg	7.902364761	4.419845441	3.48251932	3.482519388	2
eduattain	LUX	LU00	Luxembourg	51.54170385	31.36221369	-20.17949016	-20.17949104	1
overQualRate	LUX	LU00	Luxembourg	2.863161598	1.005719873	1.857441725	1.857441783	2
ShareMig	LVA	LV00	Latvia	12.8319659	12.83196545		12.83196545	3
ChangeShareMig	LVA	LV00	Latvia					
lengthStay	LVA	LV00	Latvia	5.352054141	94.64794586	89.29589172	89.29589081	4
PartRate	LVA	LV00	Latvia	72.24784328	75.46118699	3.213343711	3.21334362	3
Unemp	LVA	LV00	Latvia	11.26053451	10.514432	0.746102505	0.746102512	2
eduattain	LVA	LV00	Latvia	28.28897412	30.03557574	1.746601619	1.746601582	3
overQualRate	LVA	LV00	Latvia	6.555159078	6.53724947	0.017909607	0.017909607	2
ShareMig	MEX	ME01	Aguascalientes	0.425947113	0.304962516		0.304962516	1
ShareMig	MEX	ME02	Baja California Norte	2.516739818	0.304962516		0.304962516	1
ShareMig	MEX	ME03	Baja California Sur	0.93883734	0.304962516		0.304962516	1
ShareMig	MEX	ME04	Campeche	0.314266378	0.304962516		0.304962516	1
ShareMig	MEX	ME05	Coahuila	0.342552496	0.304962516		0.304962516	1
ShareMig	MEX	ME06	Colima	0.763471984	0.304962516		0.304962516	1
ShareMig	MEX	ME07	Chiapas	1.080975353	0.304962516		0.304962516	1
ShareMig	MEX	ME08	Chihuahua	1.195081841	0.304962516		0.304962516	1
ShareMig	MEX	ME09	Federal District (MX)	0.845691697	0.304962516		0.304962516	1
ShareMig	MEX	ME10	Durango	0.330538171	0.304962516		0.304962516	1
ShareMig	MEX	ME11	Guanajuato	0.292437768	0.304962516		0.304962516	1
ShareMig	MEX	ME12	Guerrero	0.109591426	0.304962516		0.304962516	1
ShareMig	MEX	ME13	Hidalgo	0.1370463	0.304962516		0.304962516	1
ShareMig	MEX	ME14	Jalisco	0.433958049	0.304962516		0.304962516	1
ShareMig	MEX	ME15	Mexico	0.221802191	0.304962516		0.304962516	1
ShareMig	MEX	ME16	Michoacan	0.311259474	0.304962516		0.304962516	1
ShareMig	MEX	ME17	Morelos	0.317734497	0.304962516		0.304962516	1
ShareMig	MEX	ME18	Nayarit	0.584288374	0.304962516		0.304962516	1
ShareMig	MEX	ME19	Nuevo Leon	0.347156259	0.304962516		0.304962516	1
ShareMig	MEX	ME20	Oaxaca	0.105896464	0.304962516		0.304962516	1
ShareMig	MEX	ME21	Puebla	0.166233806	0.304962516		0.304962516	1
ShareMig	MEX	ME22	Queretaro	0.386183496	0.304962516		0.304962516	1
ShareMig	MEX	ME23	Quintana Roo	1.273179449	0.304962516		0.304962516	1
ShareMig	MEX	ME24	San Luis Potosi	0.255430534	0.304962516		0.304962516	1
ShareMig	MEX	ME25	Sinaloa	0.365736589	0.304962516		0.304962516	1
ShareMig	MEX	ME26	Sonora	0.609142238	0.304962516		0.304962516	1
ShareMig	MEX	ME27	Tabasco	0.26300221	0.304962516		0.304962516	1
ShareMig	MEX	ME28	Tamaulipas	0.772745918	0.304962516		0.304962516	1
ShareMig	MEX	ME29	Tlaxcala	0.141274857	0.304962516		0.304962516	1
ShareMig	MEX	ME30	Veracruz	0.114550894	0.304962516		0.304962516	1
ShareMig	MEX	ME31	Yucatan	0.286548976	0.304962516		0.304962516	1
ShareMig	MEX	ME32	Zacatecas	0.514871267	0.304962516		0.304962516	1
ChangeShareMig	MEX	ME01	Aguascalientes	0.077114612	0.077114612		0.304962516	1
ChangeShareMig	MEX	ME02	Baja California Norte	0.435522556	0.435522556		0.304962516	2
ChangeShareMig	MEX	ME03	Baja California Sur	0.384737313	0.384737313		0.304962516	2
ChangeShareMig	MEX	ME04	Campeche	-1.087289453	-1.087289453		0.304962516	1
ChangeShareMig	MEX	ME05	Coahuila	0.093989685	0.093989685		0.304962516	1
ChangeShareMig	MEX	ME06	Colima	0.343936414	0.343936414		0.304962516	2
ChangeShareMig	MEX	ME07	Chiapas	0.566803396	0.566803396		0.304962516	2
ChangeShareMig	MEX	ME08	Chihuahua	-0.028865695	-0.028865695		0.304962516	1
ChangeShareMig	MEX	ME09	Federal District (MX)	0.136899889	0.136899889		0.304962516	1
ChangeShareMig	MEX	ME10	Durango	0.150571942	0.150571942		0.304962516	1
ChangeShareMig	MEX	ME11	Guanajuato	0.104833424	0.104833424		0.304962516	1
ChangeShareMig	MEX	ME12	Guerrero	0.013799891	0.013799891		0.304962516	1
ChangeShareMig	MEX	ME13	Hidalgo	0.045854561	0.045854561		0.304962516	1
ChangeShareMig	MEX	ME14	Jalisco	0.012595624	0.012595624		0.304962516	1
ChangeShareMig	MEX	ME15	Mexico	0.005402982	0.005402982		0.304962516	1
ChangeShareMig	MEX	ME16	Michoacan	0.134552598	0.134552598		0.304962516	1
ChangeShareMig	MEX	ME17	Morelos	-0.047676772	-0.047676772		0.304962516	1
ChangeShareMig	MEX	ME18	Nayarit	0.155930519	0.155930519		0.304962516	1
ChangeShareMig	MEX	ME19	Nuevo Leon	0.000341088	0.000341088		0.304962516	1
ChangeShareMig	MEX	ME20	Oaxaca	0.050929323	0.050929323		0.304962516	1
ChangeShareMig	MEX	ME21	Puebla	0.038714021	0.038714021		0.304962516	1
ChangeShareMig	MEX	ME22	Queretaro	0.039305001	0.039305001		0.304962516	1
ChangeShareMig	MEX	ME23	Quintana Roo	0.168094039	0.168094039		0.304962516	1
ChangeShareMig	MEX	ME24	San Luis Potosi	0.073656902	0.073656902		0.304962516	1
ChangeShareMig	MEX	ME25	Sinaloa	0.205929562	0.205929562		0.304962516	1
ChangeShareMig	MEX	ME26	Sonora	-0.025192022	-0.025192022		0.304962516	1
ChangeShareMig	MEX	ME27	Tabasco	0.156558558	0.156558558		0.304962516	1
ChangeShareMig	MEX	ME28	Tamaulipas	0.088406861	0.088406861		0.304962516	1
ChangeShareMig	MEX	ME29	Tlaxcala	0.077945098	0.077945098		0.304962516	1
ChangeShareMig	MEX	ME30	Veracruz	0.02831506	0.02831506		0.304962516	1
ChangeShareMig	MEX	ME31	Yucatan	0.053352132	0.053352132		0.304962516	1
ChangeShareMig	MEX	ME32	Zacatecas	0.2983585	0.2983585		0.304962516	2
lengthStay	MEX	ME01	Aguascalientes					
lengthStay	MEX	ME02	Baja California Norte					
lengthStay	MEX	ME03	Baja California Sur					
lengthStay	MEX	ME04	Campeche					
lengthStay	MEX	ME05	Coahuila					
lengthStay	MEX	ME06	Colima					
lengthStay	MEX	ME07	Chiapas					
lengthStay	MEX	ME08	Chihuahua					
lengthStay	MEX	ME09	Federal District (MX)					
lengthStay	MEX	ME10	Durango					
lengthStay	MEX	ME11	Guanajuato					
lengthStay	MEX	ME12	Guerrero					
lengthStay	MEX	ME13	Hidalgo					
lengthStay	MEX	ME14	Jalisco					
lengthStay	MEX	ME15	Mexico					
lengthStay	MEX	ME16	Michoacan					
lengthStay	MEX	ME17	Morelos					
lengthStay	MEX	ME18	Nayarit					
lengthStay	MEX	ME19	Nuevo Leon					
lengthStay	MEX	ME20	Oaxaca					
lengthStay	MEX	ME21	Puebla					
lengthStay	MEX	ME22	Queretaro					
lengthStay	MEX	ME23	Quintana Roo					
lengthStay	MEX	ME24	San Luis Potosi					
lengthStay	MEX	ME25	Sinaloa					
lengthStay	MEX	ME26	Sonora					
lengthStay	MEX	ME27	Tabasco					
lengthStay	MEX	ME28	Tamaulipas					
lengthStay	MEX	ME29	Tlaxcala					
lengthStay	MEX	ME30	Veracruz					
lengthStay	MEX	ME31	Yucatan					
lengthStay	MEX	ME32	Zacatecas					
PartRate	MEX	ME01	Aguascalientes	49.39622794	62.93939156	13.54316362	11.92569637	4
PartRate	MEX	ME02	Baja California Norte	50.69722004	65.31329232	14.61607227	11.92569637	4
PartRate	MEX	ME03	Baja California Sur	50.91459758	70.65499536	19.74039778	11.92569637	4
PartRate	MEX	ME04	Campeche	71.62680159	64.35813314	-7.268668458	11.92569637	1
PartRate	MEX	ME05	Coahuila	64.00943192	65.46622794	1.456796015	11.92569637	2
PartRate	MEX	ME06	Colima	61.35970431	71.39968164	10.03997733	11.92569637	4
PartRate	MEX	ME07	Chiapas	66.77823986	58.07686251	-8.701377354	11.92569637	1
PartRate	MEX	ME08	Chihuahua	43.12483414	62.98207899	19.85724485	11.92569637	4
PartRate	MEX	ME09	Federal District (MX)	71.17912428	66.99482241	-4.184301866	11.92569637	1
PartRate	MEX	ME10	Durango	43.60104536	63.84408154	20.24303617	11.92569637	4
PartRate	MEX	ME11	Guanajuato	46.39959834	64.45864915	18.05905081	11.92569637	4
PartRate	MEX	ME12	Guerrero		61.42034256		11.92569637	
PartRate	MEX	ME13	Hidalgo	44.09471228	63.40123476	19.30652248	11.92569637	4
PartRate	MEX	ME14	Jalisco	62.63223297	66.33773315	3.705500171	11.92569637	3
PartRate	MEX	ME15	Mexico	59.63899783	63.20048815	3.561490327	11.92569637	3
PartRate	MEX	ME16	Michoacan	42.51472161	62.90745966	20.39273806	11.92569637	4
PartRate	MEX	ME17	Morelos	36.74415288	61.18079225	24.43663937	11.92569637	4
PartRate	MEX	ME18	Nayarit	48.64579669	69.62755242	20.98175572	11.92569637	4
PartRate	MEX	ME19	Nuevo Leon	59.36284701	65.67079365	6.307946637	11.92569637	4
PartRate	MEX	ME20	Oaxaca	43.88017274	62.33110827	18.45093553	11.92569637	4
PartRate	MEX	ME21	Puebla	49.17078721	63.44483501	14.27404781	11.92569637	4
PartRate	MEX	ME22	Queretaro	57.69490762	58.23156953	0.536661911	11.92569637	2
PartRate	MEX	ME23	Quintana Roo	67.54845969	69.1672391	1.618779406	11.92569637	3
PartRate	MEX	ME24	San Luis Potosi	50.48056697	61.26467912	10.78411215	11.92569637	4
PartRate	MEX	ME25	Sinaloa	38.25456573	64.61280342	26.35823768	11.92569637	4
PartRate	MEX	ME26	Sonora	43.52607696	67.94413013	24.41805317	11.92569637	4
PartRate	MEX	ME27	Tabasco	53.76618769	60.40234328	6.636155593	11.92569637	4
PartRate	MEX	ME28	Tamaulipas	59.3195612	65.27034969	5.950788489	11.92569637	3
PartRate	MEX	ME29	Tlaxcala	53.83366633	64.86900603	11.0353397	11.92569637	4
PartRate	MEX	ME30	Veracruz	20.54214828	58.02706381	37.48491553	11.92569637	4
PartRate	MEX	ME31	Yucatan	72.46324719	67.85220379	-4.6110434	11.92569637	1
PartRate	MEX	ME32	Zacatecas	38.89763329	59.56325045	20.66561716	11.92569637	4
Unemp	MEX	ME01	Aguascalientes		5.312961049		1.412439346	
Unemp	MEX	ME02	Baja California Norte	6.309889713	4.897450423	1.412439289	1.412439346	2
Unemp	MEX	ME03	Baja California Sur		5.226742317		1.412439346	
Unemp	MEX	ME04	Campeche		3.026078387		1.412439346	
Unemp	MEX	ME05	Coahuila		5.355004701		1.412439346	
Unemp	MEX	ME06	Colima		4.721097687		1.412439346	
Unemp	MEX	ME07	Chiapas		3.332303586		1.412439346	
Unemp	MEX	ME08	Chihuahua		3.957136457		1.412439346	
Unemp	MEX	ME09	Federal District (MX)		6.208904574		1.412439346	
Unemp	MEX	ME10	Durango		5.523427566		1.412439346	
Unemp	MEX	ME11	Guanajuato		5.02983955		1.412439346	
Unemp	MEX	ME12	Guerrero		2.097734996		1.412439346	
Unemp	MEX	ME13	Hidalgo		4.296846125		1.412439346	
